Start	Ende	Type	Property	Counter:long
590	599	THREE	Property	14890
616	590	TWO	Property	14891
945	590	ONE	Property	14892
591	635	THREE	Property	14893
591	600	TWO	Property	14894
591	930	ONE	Property	14895
806	591	TEN	Property	14896
737	591	NINE	Property	14897
835	591	EIGHT	Property	14898
778	591	SEVEN	Property	14899
891	591	SIX	Property	14900
591	763	FIVE	Property	14901
811	591	FOUR	Property	14902
808	591	THREE	Property	14903
674	591	TWO	Property	14904
591	787	ONE	Property	14905
942	591	TEN	Property	14906
950	591	NINE	Property	14907
591	788	EIGHT	Property	14908
591	793	SEVEN	Property	14909
591	966	SIX	Property	14910
751	591	FIVE	Property	14911
970	591	FOUR	Property	14912
756	591	THREE	Property	14913
591	962	TWO	Property	14914
690	591	ONE	Property	14915
926	592	TEN	Property	14916
592	932	NINE	Property	14917
835	592	EIGHT	Property	14918
592	758	SEVEN	Property	14919
592	940	SIX	Property	14920
593	592	FIVE	Property	14921
935	592	FOUR	Property	14922
592	696	THREE	Property	14923
651	592	TWO	Property	14924
925	592	ONE	Property	14925
592	995	TEN	Property	14926
592	812	NINE	Property	14927
775	592	EIGHT	Property	14928
592	896	SEVEN	Property	14929
920	592	SIX	Property	14930
592	668	FIVE	Property	14931
824	592	FOUR	Property	14932
592	952	THREE	Property	14933
788	592	TWO	Property	14934
941	592	ONE	Property	14935
851	593	FIVE	Property	14936
975	593	FOUR	Property	14937
746	593	THREE	Property	14938
997	593	TWO	Property	14939
940	593	ONE	Property	14940
806	593	TEN	Property	14941
873	593	NINE	Property	14942
986	593	EIGHT	Property	14943
669	593	SEVEN	Property	14944
823	593	SIX	Property	14945
593	917	FIVE	Property	14946
945	593	FOUR	Property	14947
593	820	THREE	Property	14948
816	593	TWO	Property	14949
593	648	ONE	Property	14950
708	593	TEN	Property	14951
593	636	NINE	Property	14952
593	874	EIGHT	Property	14953
963	593	SEVEN	Property	14954
923	593	SIX	Property	14955
593	687	FIVE	Property	14956
837	593	FOUR	Property	14957
665	593	THREE	Property	14958
593	649	TWO	Property	14959
593	945	ONE	Property	14960
594	628	FIVE	Property	14961
880	594	FOUR	Property	14962
673	594	THREE	Property	14963
904	594	TWO	Property	14964
594	874	ONE	Property	14965
911	594	TEN	Property	14966
848	594	NINE	Property	14967
731	594	EIGHT	Property	14968
594	620	SEVEN	Property	14969
682	594	SIX	Property	14970
811	594	FIVE	Property	14971
945	594	FOUR	Property	14972
594	957	THREE	Property	14973
866	594	TWO	Property	14974
594	816	ONE	Property	14975
662	595	TEN	Property	14976
600	595	NINE	Property	14977
595	961	EIGHT	Property	14978
667	595	SEVEN	Property	14979
820	595	SIX	Property	14980
595	670	FIVE	Property	14981
595	686	FOUR	Property	14982
595	840	THREE	Property	14983
595	966	TWO	Property	14984
595	760	ONE	Property	14985
595	662	TEN	Property	14986
809	595	NINE	Property	14987
595	604	EIGHT	Property	14988
595	978	SEVEN	Property	14989
595	876	SIX	Property	14990
829	595	FIVE	Property	14991
595	943	FOUR	Property	14992
595	683	THREE	Property	14993
827	595	TWO	Property	14994
595	859	ONE	Property	14995
642	595	TEN	Property	14996
858	595	NINE	Property	14997
595	939	EIGHT	Property	14998
595	615	SEVEN	Property	14999
595	880	SIX	Property	15000
705	595	FIVE	Property	15001
595	929	FOUR	Property	15002
595	901	THREE	Property	15003
665	595	TWO	Property	15004
602	595	ONE	Property	15005
595	884	TEN	Property	15006
776	595	NINE	Property	15007
595	715	EIGHT	Property	15008
815	595	SEVEN	Property	15009
789	595	SIX	Property	15010
595	655	FIVE	Property	15011
595	993	FOUR	Property	15012
908	595	THREE	Property	15013
595	868	TWO	Property	15014
721	595	ONE	Property	15015
968	596	FOUR	Property	15016
871	596	THREE	Property	15017
617	596	TWO	Property	15018
596	738	ONE	Property	15019
665	597	FIVE	Property	15020
914	597	FOUR	Property	15021
802	597	THREE	Property	15022
601	597	TWO	Property	15023
597	848	ONE	Property	15024
597	899	TEN	Property	15025
597	639	NINE	Property	15026
597	696	EIGHT	Property	15027
597	669	SEVEN	Property	15028
601	597	SIX	Property	15029
597	839	FIVE	Property	15030
597	656	FOUR	Property	15031
597	600	THREE	Property	15032
715	597	TWO	Property	15033
762	597	ONE	Property	15034
968	597	TEN	Property	15035
597	686	NINE	Property	15036
597	815	EIGHT	Property	15037
718	597	SEVEN	Property	15038
864	597	SIX	Property	15039
597	915	FIVE	Property	15040
597	832	FOUR	Property	15041
825	597	THREE	Property	15042
623	597	TWO	Property	15043
597	997	ONE	Property	15044
597	960	TEN	Property	15045
597	908	NINE	Property	15046
597	693	EIGHT	Property	15047
888	597	SEVEN	Property	15048
597	814	SIX	Property	15049
597	917	FIVE	Property	15050
597	807	FOUR	Property	15051
597	669	THREE	Property	15052
657	597	TWO	Property	15053
597	773	ONE	Property	15054
598	954	ONE	Property	15055
598	847	TEN	Property	15056
598	814	NINE	Property	15057
663	598	EIGHT	Property	15058
598	892	SEVEN	Property	15059
997	598	SIX	Property	15060
830	598	FIVE	Property	15061
598	765	FOUR	Property	15062
913	598	THREE	Property	15063
598	816	TWO	Property	15064
598	604	ONE	Property	15065
880	598	TEN	Property	15066
826	598	NINE	Property	15067
598	620	EIGHT	Property	15068
609	598	SEVEN	Property	15069
598	621	SIX	Property	15070
598	735	FIVE	Property	15071
983	598	FOUR	Property	15072
966	598	THREE	Property	15073
598	731	TWO	Property	15074
598	898	ONE	Property	15075
753	598	TEN	Property	15076
757	598	NINE	Property	15077
937	598	EIGHT	Property	15078
862	598	SEVEN	Property	15079
648	598	SIX	Property	15080
924	598	FIVE	Property	15081
598	602	FOUR	Property	15082
999	598	THREE	Property	15083
598	698	TWO	Property	15084
978	598	ONE	Property	15085
599	643	THREE	Property	15086
599	776	TWO	Property	15087
602	599	ONE	Property	15088
760	599	TEN	Property	15089
613	599	NINE	Property	15090
628	599	EIGHT	Property	15091
599	806	SEVEN	Property	15092
910	599	SIX	Property	15093
691	599	FIVE	Property	15094
599	791	FOUR	Property	15095
599	864	THREE	Property	15096
806	599	TWO	Property	15097
599	725	ONE	Property	15098
681	599	TEN	Property	15099
930	599	NINE	Property	15100
599	747	EIGHT	Property	15101
599	649	SEVEN	Property	15102
634	599	SIX	Property	15103
832	599	FIVE	Property	15104
873	599	FOUR	Property	15105
599	834	THREE	Property	15106
599	666	TWO	Property	15107
599	999	ONE	Property	15108
847	599	TEN	Property	15109
599	922	NINE	Property	15110
938	599	EIGHT	Property	15111
714	599	SEVEN	Property	15112
796	599	SIX	Property	15113
599	926	FIVE	Property	15114
872	599	FOUR	Property	15115
599	778	THREE	Property	15116
697	599	TWO	Property	15117
599	668	ONE	Property	15118
599	746	TEN	Property	15119
599	613	NINE	Property	15120
599	981	EIGHT	Property	15121
599	926	SEVEN	Property	15122
599	688	SIX	Property	15123
602	599	FIVE	Property	15124
599	768	FOUR	Property	15125
599	846	THREE	Property	15126
805	599	TWO	Property	15127
599	621	ONE	Property	15128
634	600	SEVEN	Property	15129
600	754	SIX	Property	15130
600	680	FIVE	Property	15131
662	600	FOUR	Property	15132
600	688	THREE	Property	15133
600	935	TWO	Property	15134
600	975	ONE	Property	15135
999	600	TEN	Property	15136
933	600	NINE	Property	15137
600	974	EIGHT	Property	15138
686	600	SEVEN	Property	15139
719	600	SIX	Property	15140
956	600	FIVE	Property	15141
600	998	FOUR	Property	15142
643	600	THREE	Property	15143
657	600	TWO	Property	15144
608	600	ONE	Property	15145
600	760	TEN	Property	15146
600	823	NINE	Property	15147
730	600	EIGHT	Property	15148
920	600	SEVEN	Property	15149
677	600	SIX	Property	15150
600	604	FIVE	Property	15151
600	610	FOUR	Property	15152
754	600	THREE	Property	15153
600	843	TWO	Property	15154
600	624	ONE	Property	15155
601	649	FOUR	Property	15156
601	905	THREE	Property	15157
605	601	TWO	Property	15158
838	601	ONE	Property	15159
601	895	TEN	Property	15160
601	716	NINE	Property	15161
735	601	EIGHT	Property	15162
917	601	SEVEN	Property	15163
601	659	SIX	Property	15164
773	601	FIVE	Property	15165
837	601	FOUR	Property	15166
857	601	THREE	Property	15167
765	601	TWO	Property	15168
601	833	ONE	Property	15169
601	628	TEN	Property	15170
601	957	NINE	Property	15171
601	769	EIGHT	Property	15172
825	601	SEVEN	Property	15173
945	601	SIX	Property	15174
683	601	FIVE	Property	15175
872	601	FOUR	Property	15176
601	930	THREE	Property	15177
601	742	TWO	Property	15178
601	971	ONE	Property	15179
891	601	TEN	Property	15180
601	620	NINE	Property	15181
805	601	EIGHT	Property	15182
601	707	SEVEN	Property	15183
658	601	SIX	Property	15184
989	601	FIVE	Property	15185
718	601	FOUR	Property	15186
640	601	THREE	Property	15187
942	601	TWO	Property	15188
773	601	ONE	Property	15189
601	988	TEN	Property	15190
601	946	NINE	Property	15191
710	601	EIGHT	Property	15192
601	891	SEVEN	Property	15193
601	994	SIX	Property	15194
920	601	FIVE	Property	15195
601	857	FOUR	Property	15196
601	701	THREE	Property	15197
622	601	TWO	Property	15198
601	981	ONE	Property	15199
602	760	FOUR	Property	15200
602	809	THREE	Property	15201
742	602	TWO	Property	15202
602	806	ONE	Property	15203
852	602	TEN	Property	15204
602	923	NINE	Property	15205
969	602	EIGHT	Property	15206
889	602	SEVEN	Property	15207
689	602	SIX	Property	15208
602	632	FIVE	Property	15209
674	602	FOUR	Property	15210
602	719	THREE	Property	15211
966	602	TWO	Property	15212
943	602	ONE	Property	15213
859	603	TEN	Property	15214
603	876	NINE	Property	15215
712	603	EIGHT	Property	15216
662	603	SEVEN	Property	15217
603	784	SIX	Property	15218
928	603	FIVE	Property	15219
794	603	FOUR	Property	15220
603	763	THREE	Property	15221
915	603	TWO	Property	15222
612	603	ONE	Property	15223
603	896	TEN	Property	15224
603	784	NINE	Property	15225
815	603	EIGHT	Property	15226
823	603	SEVEN	Property	15227
603	795	SIX	Property	15228
782	603	FIVE	Property	15229
603	660	FOUR	Property	15230
603	605	THREE	Property	15231
617	603	TWO	Property	15232
994	603	ONE	Property	15233
854	603	TEN	Property	15234
779	603	NINE	Property	15235
671	603	EIGHT	Property	15236
603	666	SEVEN	Property	15237
603	860	SIX	Property	15238
945	603	FIVE	Property	15239
834	603	FOUR	Property	15240
931	603	THREE	Property	15241
772	603	TWO	Property	15242
743	603	ONE	Property	15243
603	794	TEN	Property	15244
827	603	NINE	Property	15245
603	854	EIGHT	Property	15246
603	758	SEVEN	Property	15247
603	836	SIX	Property	15248
603	770	FIVE	Property	15249
603	818	FOUR	Property	15250
603	896	THREE	Property	15251
603	802	TWO	Property	15252
634	603	ONE	Property	15253
603	864	TEN	Property	15254
931	603	NINE	Property	15255
603	609	EIGHT	Property	15256
603	766	SEVEN	Property	15257
703	603	SIX	Property	15258
862	603	FIVE	Property	15259
603	949	FOUR	Property	15260
799	603	THREE	Property	15261
603	692	TWO	Property	15262
603	848	ONE	Property	15263
974	604	THREE	Property	15264
664	604	TWO	Property	15265
604	672	ONE	Property	15266
604	951	TEN	Property	15267
686	604	NINE	Property	15268
604	933	EIGHT	Property	15269
604	699	SEVEN	Property	15270
776	604	SIX	Property	15271
746	604	FIVE	Property	15272
604	723	FOUR	Property	15273
615	604	THREE	Property	15274
604	767	TWO	Property	15275
795	604	ONE	Property	15276
881	604	TEN	Property	15277
983	604	NINE	Property	15278
604	862	EIGHT	Property	15279
604	858	SEVEN	Property	15280
604	779	SIX	Property	15281
773	604	FIVE	Property	15282
896	604	FOUR	Property	15283
604	629	THREE	Property	15284
604	945	TWO	Property	15285
709	604	ONE	Property	15286
641	604	TEN	Property	15287
604	781	NINE	Property	15288
604	891	EIGHT	Property	15289
870	604	SEVEN	Property	15290
604	730	SIX	Property	15291
884	604	FIVE	Property	15292
984	604	FOUR	Property	15293
842	604	THREE	Property	15294
839	604	TWO	Property	15295
837	604	ONE	Property	15296
605	945	EIGHT	Property	15297
987	605	SEVEN	Property	15298
611	605	SIX	Property	15299
605	791	FIVE	Property	15300
605	838	FOUR	Property	15301
605	660	THREE	Property	15302
605	689	TWO	Property	15303
605	989	ONE	Property	15304
605	934	TEN	Property	15305
985	605	NINE	Property	15306
705	605	EIGHT	Property	15307
705	605	SEVEN	Property	15308
605	814	SIX	Property	15309
658	605	FIVE	Property	15310
806	605	FOUR	Property	15311
992	605	THREE	Property	15312
605	773	TWO	Property	15313
929	605	ONE	Property	15314
605	631	TEN	Property	15315
605	938	NINE	Property	15316
605	705	EIGHT	Property	15317
605	699	SEVEN	Property	15318
630	605	SIX	Property	15319
605	776	FIVE	Property	15320
605	794	FOUR	Property	15321
605	643	THREE	Property	15322
996	605	TWO	Property	15323
605	812	ONE	Property	15324
787	605	TEN	Property	15325
605	879	NINE	Property	15326
605	788	EIGHT	Property	15327
605	830	SEVEN	Property	15328
740	605	SIX	Property	15329
605	808	FIVE	Property	15330
945	605	FOUR	Property	15331
710	605	THREE	Property	15332
605	958	TWO	Property	15333
605	628	ONE	Property	15334
989	606	THREE	Property	15335
606	861	TWO	Property	15336
781	606	ONE	Property	15337
910	606	TEN	Property	15338
834	606	NINE	Property	15339
957	606	EIGHT	Property	15340
841	606	SEVEN	Property	15341
606	858	SIX	Property	15342
606	810	FIVE	Property	15343
606	701	FOUR	Property	15344
606	997	THREE	Property	15345
606	626	TWO	Property	15346
606	833	ONE	Property	15347
973	606	TEN	Property	15348
606	893	NINE	Property	15349
606	711	EIGHT	Property	15350
606	749	SEVEN	Property	15351
606	740	SIX	Property	15352
606	908	FIVE	Property	15353
606	838	FOUR	Property	15354
768	606	THREE	Property	15355
731	606	TWO	Property	15356
606	610	ONE	Property	15357
607	921	FIVE	Property	15358
866	607	FOUR	Property	15359
607	611	THREE	Property	15360
935	607	TWO	Property	15361
607	813	ONE	Property	15362
607	711	TEN	Property	15363
607	756	NINE	Property	15364
822	607	EIGHT	Property	15365
607	790	SEVEN	Property	15366
607	702	SIX	Property	15367
758	607	FIVE	Property	15368
789	607	FOUR	Property	15369
607	661	THREE	Property	15370
808	607	TWO	Property	15371
625	607	ONE	Property	15372
608	862	ONE	Property	15373
613	608	TEN	Property	15374
744	608	NINE	Property	15375
608	624	EIGHT	Property	15376
608	937	SEVEN	Property	15377
647	608	SIX	Property	15378
966	608	FIVE	Property	15379
688	608	FOUR	Property	15380
689	608	THREE	Property	15381
608	865	TWO	Property	15382
640	608	ONE	Property	15383
608	706	TEN	Property	15384
608	718	NINE	Property	15385
701	608	EIGHT	Property	15386
648	608	SEVEN	Property	15387
608	989	SIX	Property	15388
774	608	FIVE	Property	15389
608	608	FOUR	Property	15390
608	979	THREE	Property	15391
891	608	TWO	Property	15392
608	859	ONE	Property	15393
719	609	THREE	Property	15394
609	973	TWO	Property	15395
662	609	ONE	Property	15396
609	752	TEN	Property	15397
609	841	NINE	Property	15398
609	878	EIGHT	Property	15399
854	609	SEVEN	Property	15400
609	892	SIX	Property	15401
793	609	FIVE	Property	15402
609	925	FOUR	Property	15403
609	703	THREE	Property	15404
781	609	TWO	Property	15405
609	876	ONE	Property	15406
683	609	TEN	Property	15407
969	609	NINE	Property	15408
798	609	EIGHT	Property	15409
609	975	SEVEN	Property	15410
885	609	SIX	Property	15411
609	806	FIVE	Property	15412
859	609	FOUR	Property	15413
978	609	THREE	Property	15414
874	609	TWO	Property	15415
609	648	ONE	Property	15416
609	747	TEN	Property	15417
609	771	NINE	Property	15418
609	981	EIGHT	Property	15419
609	705	SEVEN	Property	15420
609	634	SIX	Property	15421
609	926	FIVE	Property	15422
640	609	FOUR	Property	15423
690	609	THREE	Property	15424
971	609	TWO	Property	15425
609	833	ONE	Property	15426
609	851	TEN	Property	15427
980	609	NINE	Property	15428
736	609	EIGHT	Property	15429
609	896	SEVEN	Property	15430
672	609	SIX	Property	15431
641	609	FIVE	Property	15432
821	609	FOUR	Property	15433
855	609	THREE	Property	15434
744	609	TWO	Property	15435
609	938	ONE	Property	15436
812	610	FOUR	Property	15437
610	785	THREE	Property	15438
610	900	TWO	Property	15439
610	636	ONE	Property	15440
610	640	TEN	Property	15441
610	675	NINE	Property	15442
756	610	EIGHT	Property	15443
610	987	SEVEN	Property	15444
989	610	SIX	Property	15445
966	610	FIVE	Property	15446
610	704	FOUR	Property	15447
610	722	THREE	Property	15448
669	610	TWO	Property	15449
610	908	ONE	Property	15450
611	763	TWO	Property	15451
690	611	ONE	Property	15452
611	808	TEN	Property	15453
611	695	NINE	Property	15454
611	725	EIGHT	Property	15455
777	611	SEVEN	Property	15456
611	990	SIX	Property	15457
611	963	FIVE	Property	15458
611	982	FOUR	Property	15459
611	624	THREE	Property	15460
799	611	TWO	Property	15461
611	673	ONE	Property	15462
611	688	TEN	Property	15463
611	821	NINE	Property	15464
611	896	EIGHT	Property	15465
611	790	SEVEN	Property	15466
888	611	SIX	Property	15467
611	806	FIVE	Property	15468
668	611	FOUR	Property	15469
611	664	THREE	Property	15470
739	611	TWO	Property	15471
894	611	ONE	Property	15472
999	611	TEN	Property	15473
611	674	NINE	Property	15474
843	611	EIGHT	Property	15475
611	765	SEVEN	Property	15476
703	611	SIX	Property	15477
946	611	FIVE	Property	15478
794	611	FOUR	Property	15479
797	611	THREE	Property	15480
631	611	TWO	Property	15481
611	625	ONE	Property	15482
798	612	NINE	Property	15483
666	612	EIGHT	Property	15484
990	612	SEVEN	Property	15485
612	694	SIX	Property	15486
612	726	FIVE	Property	15487
612	847	FOUR	Property	15488
858	612	THREE	Property	15489
612	972	TWO	Property	15490
655	612	ONE	Property	15491
613	720	SIX	Property	15492
613	969	FIVE	Property	15493
949	613	FOUR	Property	15494
613	980	THREE	Property	15495
613	916	TWO	Property	15496
613	726	ONE	Property	15497
613	634	TEN	Property	15498
613	971	NINE	Property	15499
923	613	EIGHT	Property	15500
613	995	SEVEN	Property	15501
613	623	SIX	Property	15502
716	613	FIVE	Property	15503
613	750	FOUR	Property	15504
978	613	THREE	Property	15505
613	902	TWO	Property	15506
997	613	ONE	Property	15507
793	613	TEN	Property	15508
613	622	NINE	Property	15509
613	957	EIGHT	Property	15510
613	699	SEVEN	Property	15511
858	613	SIX	Property	15512
613	881	FIVE	Property	15513
827	613	FOUR	Property	15514
838	613	THREE	Property	15515
613	678	TWO	Property	15516
773	613	ONE	Property	15517
769	613	TEN	Property	15518
613	957	NINE	Property	15519
970	613	EIGHT	Property	15520
817	613	SEVEN	Property	15521
872	613	SIX	Property	15522
613	665	FIVE	Property	15523
613	848	FOUR	Property	15524
614	613	THREE	Property	15525
804	613	TWO	Property	15526
790	613	ONE	Property	15527
613	812	TEN	Property	15528
980	613	NINE	Property	15529
613	949	EIGHT	Property	15530
613	670	SEVEN	Property	15531
613	655	SIX	Property	15532
944	613	FIVE	Property	15533
613	615	FOUR	Property	15534
613	951	THREE	Property	15535
941	613	TWO	Property	15536
812	613	ONE	Property	15537
677	614	FIVE	Property	15538
614	691	FOUR	Property	15539
614	684	THREE	Property	15540
614	992	TWO	Property	15541
645	614	ONE	Property	15542
615	772	SIX	Property	15543
615	672	FIVE	Property	15544
615	990	FOUR	Property	15545
846	615	THREE	Property	15546
615	739	TWO	Property	15547
670	615	ONE	Property	15548
615	993	TEN	Property	15549
615	866	NINE	Property	15550
615	669	EIGHT	Property	15551
787	615	SEVEN	Property	15552
615	891	SIX	Property	15553
915	615	FIVE	Property	15554
826	615	FOUR	Property	15555
615	822	THREE	Property	15556
890	615	TWO	Property	15557
845	615	ONE	Property	15558
729	615	TEN	Property	15559
908	615	NINE	Property	15560
615	655	EIGHT	Property	15561
695	615	SEVEN	Property	15562
715	615	SIX	Property	15563
615	795	FIVE	Property	15564
615	719	FOUR	Property	15565
833	615	THREE	Property	15566
615	780	TWO	Property	15567
615	877	ONE	Property	15568
757	615	TEN	Property	15569
804	615	NINE	Property	15570
640	615	EIGHT	Property	15571
869	615	SEVEN	Property	15572
615	899	SIX	Property	15573
896	615	FIVE	Property	15574
640	615	FOUR	Property	15575
694	615	THREE	Property	15576
615	877	TWO	Property	15577
615	809	ONE	Property	15578
844	616	FIVE	Property	15579
616	742	FOUR	Property	15580
616	655	THREE	Property	15581
836	616	TWO	Property	15582
616	994	ONE	Property	15583
779	616	TEN	Property	15584
910	616	NINE	Property	15585
616	942	EIGHT	Property	15586
616	722	SEVEN	Property	15587
954	616	SIX	Property	15588
616	907	FIVE	Property	15589
903	616	FOUR	Property	15590
766	616	THREE	Property	15591
794	616	TWO	Property	15592
616	965	ONE	Property	15593
617	997	THREE	Property	15594
617	802	TWO	Property	15595
617	683	ONE	Property	15596
617	991	TEN	Property	15597
699	617	NINE	Property	15598
617	835	EIGHT	Property	15599
809	617	SEVEN	Property	15600
617	716	SIX	Property	15601
617	859	FIVE	Property	15602
617	622	FOUR	Property	15603
617	812	THREE	Property	15604
669	617	TWO	Property	15605
748	617	ONE	Property	15606
618	943	ONE	Property	15607
619	704	SIX	Property	15608
619	760	FIVE	Property	15609
823	619	FOUR	Property	15610
906	619	THREE	Property	15611
619	726	TWO	Property	15612
619	963	ONE	Property	15613
708	619	TEN	Property	15614
619	884	NINE	Property	15615
633	619	EIGHT	Property	15616
698	619	SEVEN	Property	15617
619	891	SIX	Property	15618
619	683	FIVE	Property	15619
905	619	FOUR	Property	15620
636	619	THREE	Property	15621
619	791	TWO	Property	15622
619	715	ONE	Property	15623
809	619	TEN	Property	15624
619	906	NINE	Property	15625
716	619	EIGHT	Property	15626
619	889	SEVEN	Property	15627
619	746	SIX	Property	15628
762	619	FIVE	Property	15629
619	942	FOUR	Property	15630
916	619	THREE	Property	15631
619	999	TWO	Property	15632
783	619	ONE	Property	15633
825	619	TEN	Property	15634
619	903	NINE	Property	15635
874	619	EIGHT	Property	15636
619	969	SEVEN	Property	15637
732	619	SIX	Property	15638
619	895	FIVE	Property	15639
619	644	FOUR	Property	15640
619	982	THREE	Property	15641
619	699	TWO	Property	15642
668	619	ONE	Property	15643
619	847	TEN	Property	15644
696	619	NINE	Property	15645
619	907	EIGHT	Property	15646
619	923	SEVEN	Property	15647
753	619	SIX	Property	15648
619	725	FIVE	Property	15649
694	619	FOUR	Property	15650
950	619	THREE	Property	15651
746	619	TWO	Property	15652
768	619	ONE	Property	15653
687	620	NINE	Property	15654
620	940	EIGHT	Property	15655
620	632	SEVEN	Property	15656
620	772	SIX	Property	15657
634	620	FIVE	Property	15658
664	620	FOUR	Property	15659
620	843	THREE	Property	15660
771	620	TWO	Property	15661
839	620	ONE	Property	15662
984	620	TEN	Property	15663
620	684	NINE	Property	15664
740	620	EIGHT	Property	15665
653	620	SEVEN	Property	15666
620	851	SIX	Property	15667
620	702	FIVE	Property	15668
620	854	FOUR	Property	15669
735	620	THREE	Property	15670
620	952	TWO	Property	15671
620	713	ONE	Property	15672
685	620	TEN	Property	15673
620	686	NINE	Property	15674
721	620	EIGHT	Property	15675
676	620	SEVEN	Property	15676
782	620	SIX	Property	15677
758	620	FIVE	Property	15678
620	906	FOUR	Property	15679
770	620	THREE	Property	15680
620	775	TWO	Property	15681
851	620	ONE	Property	15682
736	620	TEN	Property	15683
620	819	NINE	Property	15684
781	620	EIGHT	Property	15685
749	620	SEVEN	Property	15686
620	832	SIX	Property	15687
782	620	FIVE	Property	15688
796	620	FOUR	Property	15689
913	620	THREE	Property	15690
620	751	TWO	Property	15691
620	969	ONE	Property	15692
621	830	EIGHT	Property	15693
928	621	SEVEN	Property	15694
906	621	SIX	Property	15695
621	630	FIVE	Property	15696
621	722	FOUR	Property	15697
930	621	THREE	Property	15698
621	898	TWO	Property	15699
621	860	ONE	Property	15700
621	880	TEN	Property	15701
693	621	NINE	Property	15702
621	814	EIGHT	Property	15703
928	621	SEVEN	Property	15704
621	753	SIX	Property	15705
621	820	FIVE	Property	15706
669	621	FOUR	Property	15707
621	645	THREE	Property	15708
621	712	TWO	Property	15709
621	909	ONE	Property	15710
850	621	TEN	Property	15711
622	621	NINE	Property	15712
621	782	EIGHT	Property	15713
743	621	SEVEN	Property	15714
686	621	SIX	Property	15715
833	621	FIVE	Property	15716
713	621	FOUR	Property	15717
621	958	THREE	Property	15718
624	621	TWO	Property	15719
907	621	ONE	Property	15720
621	974	TEN	Property	15721
885	621	NINE	Property	15722
621	955	EIGHT	Property	15723
743	621	SEVEN	Property	15724
712	621	SIX	Property	15725
621	750	FIVE	Property	15726
845	621	FOUR	Property	15727
689	621	THREE	Property	15728
621	621	TWO	Property	15729
922	621	ONE	Property	15730
962	621	TEN	Property	15731
621	828	NINE	Property	15732
659	621	EIGHT	Property	15733
774	621	SEVEN	Property	15734
993	621	SIX	Property	15735
621	835	FIVE	Property	15736
684	621	FOUR	Property	15737
891	621	THREE	Property	15738
621	821	TWO	Property	15739
621	657	ONE	Property	15740
622	797	SIX	Property	15741
622	766	FIVE	Property	15742
649	622	FOUR	Property	15743
629	622	THREE	Property	15744
622	655	TWO	Property	15745
720	622	ONE	Property	15746
925	623	ONE	Property	15747
835	624	SIX	Property	15748
766	624	FIVE	Property	15749
624	770	FOUR	Property	15750
624	624	THREE	Property	15751
624	675	TWO	Property	15752
624	931	ONE	Property	15753
625	834	SIX	Property	15754
697	625	FIVE	Property	15755
767	625	FOUR	Property	15756
822	625	THREE	Property	15757
977	625	TWO	Property	15758
625	911	ONE	Property	15759
626	626	FIVE	Property	15760
626	868	FOUR	Property	15761
772	626	THREE	Property	15762
626	915	TWO	Property	15763
626	688	ONE	Property	15764
627	911	SIX	Property	15765
627	965	FIVE	Property	15766
680	627	FOUR	Property	15767
694	627	THREE	Property	15768
627	648	TWO	Property	15769
627	926	ONE	Property	15770
774	627	TEN	Property	15771
627	776	NINE	Property	15772
839	627	EIGHT	Property	15773
627	854	SEVEN	Property	15774
643	627	SIX	Property	15775
627	988	FIVE	Property	15776
633	627	FOUR	Property	15777
794	627	THREE	Property	15778
874	627	TWO	Property	15779
882	627	ONE	Property	15780
628	679	ONE	Property	15781
934	629	SEVEN	Property	15782
656	629	SIX	Property	15783
629	717	FIVE	Property	15784
921	629	FOUR	Property	15785
662	629	THREE	Property	15786
881	629	TWO	Property	15787
629	746	ONE	Property	15788
629	656	TEN	Property	15789
629	886	NINE	Property	15790
756	629	EIGHT	Property	15791
637	629	SEVEN	Property	15792
629	919	SIX	Property	15793
914	629	FIVE	Property	15794
946	629	FOUR	Property	15795
940	629	THREE	Property	15796
711	629	TWO	Property	15797
973	629	ONE	Property	15798
686	629	TEN	Property	15799
629	727	NINE	Property	15800
999	629	EIGHT	Property	15801
742	629	SEVEN	Property	15802
629	776	SIX	Property	15803
629	891	FIVE	Property	15804
629	700	FOUR	Property	15805
629	692	THREE	Property	15806
973	629	TWO	Property	15807
629	910	ONE	Property	15808
968	629	TEN	Property	15809
629	748	NINE	Property	15810
629	658	EIGHT	Property	15811
629	859	SEVEN	Property	15812
629	929	SIX	Property	15813
699	629	FIVE	Property	15814
629	889	FOUR	Property	15815
669	629	THREE	Property	15816
629	894	TWO	Property	15817
961	629	ONE	Property	15818
630	988	SIX	Property	15819
988	630	FIVE	Property	15820
746	630	FOUR	Property	15821
630	647	THREE	Property	15822
855	630	TWO	Property	15823
630	926	ONE	Property	15824
983	631	ONE	Property	15825
863	632	THREE	Property	15826
815	632	TWO	Property	15827
632	768	ONE	Property	15828
633	930	ONE	Property	15829
862	633	TEN	Property	15830
633	981	NINE	Property	15831
633	933	EIGHT	Property	15832
980	633	SEVEN	Property	15833
633	900	SIX	Property	15834
699	633	FIVE	Property	15835
633	964	FOUR	Property	15836
633	990	THREE	Property	15837
696	633	TWO	Property	15838
837	633	ONE	Property	15839
633	650	TEN	Property	15840
633	748	NINE	Property	15841
633	895	EIGHT	Property	15842
706	633	SEVEN	Property	15843
633	708	SIX	Property	15844
663	633	FIVE	Property	15845
633	979	FOUR	Property	15846
633	717	THREE	Property	15847
633	913	TWO	Property	15848
633	747	ONE	Property	15849
